post_id,user_id,post_time,post_hour,post_type,paid_boost,hashtags_count,followers_at_post,views,likes,clicks,comments,shares,watch_time_total_sec,like_rate,click_through_rate,comment_rate,session_time_normal,clicks_binomial
1474,467,2025-08-22 06:04:30.951695,6,image,0,3,3665,3249,166,42,0,7,918,0.0510926438904278,0.012927054478301,0.0,30.073440973645987,2
1475,403,2025-08-28 03:55:24.951695,3,text,0,2,11164,18132,325,64,0,5,11990,0.0179241120670637,0.0035296712993602,0.0,26.0755084345888,2
1476,469,2025-08-02 05:28:23.951695,5,image,0,4,14853,41804,925,205,92,61,6970,0.0221270691799827,0.0049038369534015,0.0022007463400631,33.24140216921929,2
1477,266,2025-07-13 04:42:39.951695,4,image,0,0,13530,7896,134,35,0,14,1541,0.0169706180344478,0.0044326241134751,0.0,29.395259256961094,5
1478,274,2025-06-16 08:59:42.951695,8,image,0,0,39861,115103,4135,1195,0,274,1708,0.0359243460205207,0.0103820056818675,0.0,32.09766221953514,2
1479,393,2025-07-20 16:19:58.951695,16,text,0,2,3066,3062,75,10,0,4,935,0.0244937949052906,0.0032658393207054,0.0,25.562539110989498,6
1480,309,2025-06-29 18:49:50.951695,18,text,0,2,8801,11961,189,78,0,14,2134,0.0158013544018058,0.0065211938801103,0.0,27.812708498382946,3
1481,219,2025-08-27 02:29:03.951695,2,text,0,0,4211,7387,115,33,0,12,3764,0.0155678895356707,0.004467307431975,0.0,33.61190678913886,2
1482,146,2025-09-22 03:12:04.951695,3,video,0,3,3244,14209,544,160,26,24,229023,0.0382855936378351,0.0112604687170103,0.0018298261665141,28.135834239541165,5
1483,243,2025-07-14 23:36:14.951695,23,image,0,2,847,1132,60,23,4,2,500,0.0530035335689045,0.0203180212014134,0.0035335689045936,38.63481925616703,3
1484,32,2025-07-18 14:22:19.951695,14,text,1,2,3273,8205,139,81,9,5,3332,0.0169408897014015,0.009872029250457,0.0010968921389396,28.001819071926988,4
1485,97,2025-08-28 02:19:11.951695,2,video,0,3,1309,558,16,5,0,0,3469,0.028673835125448,0.0089605734767025,0.0,31.12342362875943,6
1486,369,2025-06-26 13:34:18.951695,13,text,0,3,6016,4607,71,46,0,1,4286,0.015411330583894,0.0099848057304102,0.0,34.66295415936545,1
1487,435,2025-09-28 04:26:59.951695,4,video,0,3,12435,4499,150,77,14,8,87855,0.0333407423871971,0.0171149144254278,0.003111802622805,22.908171335334842,1
1488,51,2025-07-22 07:32:55.951695,7,video,0,6,6562,4526,108,29,0,4,42777,0.0238621299160406,0.0064074237737516,0.0,21.19595594009612,4
1489,49,2025-06-20 19:07:27.951695,19,text,0,3,9690,12729,178,62,17,3,104,0.0139838164820488,0.0048707675386911,0.0013355330348024,22.371718427149528,2
1490,43,2025-06-29 14:45:35.951695,14,video,0,2,2526,2714,59,45,0,4,25806,0.0217391304347826,0.0165806927044952,0.0,36.31292051713591,2
1491,396,2025-09-28 13:58:43.951695,13,image,0,3,5643,15526,328,159,0,28,835,0.0211258534071879,0.0102408862553136,0.0,27.240709270537767,1
1492,156,2025-07-08 07:22:24.951695,7,image,0,4,28794,95781,3269,431,0,232,7799,0.0341299422641233,0.0044998486129816,0.0,42.79099642834126,0
1493,164,2025-08-27 03:00:14.951695,3,text,0,3,2161,1272,20,5,1,0,923,0.0157232704402515,0.0039308176100628,0.0007861635220125,27.178762006713058,4
1494,7,2025-06-27 09:25:33.951695,9,image,0,2,5585,5498,284,68,21,5,6334,0.0516551473263004,0.0123681338668606,0.003819570753001,30.922756515985185,1
1495,487,2025-07-01 22:40:58.951695,22,image,0,1,2254,4837,129,17,0,5,3405,0.0266694231961959,0.0035145751498862,0.0,37.71054976283938,3
1496,218,2025-09-22 03:52:33.951695,3,text,0,3,18720,41852,767,492,0,45,15486,0.0183264838000573,0.0117557105992545,0.0,40.03046444079561,3
1497,399,2025-06-26 10:00:20.951695,10,image,0,0,8350,23440,1249,533,80,50,1386,0.0532849829351535,0.0227389078498293,0.0034129692832764,40.30751788318199,3
1498,354,2025-06-10 21:40:18.951695,21,link,1,3,11089,40745,647,1052,69,59,9500,0.0158792489876058,0.0258191189102957,0.0016934593201619,36.04183115296571,0
1499,71,2025-08-07 19:13:17.951695,19,text,0,3,1372,3434,67,17,0,1,1840,0.0195107746068724,0.0049504950495049,0.0,35.12031262905731,4
1500,401,2025-09-20 04:19:23.951695,4,image,1,1,4106,6587,200,58,31,13,8805,0.030362835888872,0.0088052224077728,0.0047062395627751,32.96263474600592,0
1501,276,2025-07-17 18:31:27.951695,18,link,0,2,7228,3239,80,107,5,3,2604,0.0246989811670268,0.0330348873108984,0.0015436863229391,33.89180538083319,4
1502,303,2025-06-24 00:46:38.951695,0,image,0,6,11658,6017,180,45,0,17,958,0.0299152401529001,0.007478810038225,0.0,27.244071418357333,5
1503,101,2025-10-04 12:29:41.951695,12,video,0,5,3367,3806,152,51,0,10,48275,0.0399369416710457,0.013399894902785,0.0,25.909005582888465,3
1504,424,2025-08-28 20:40:38.951695,20,video,0,0,1118,325,11,2,0,0,5342,0.0338461538461538,0.0061538461538461,0.0,29.98312771294524,3
1505,466,2025-09-18 17:39:32.951695,17,image,0,4,3106,2638,54,13,4,3,1331,0.0204700530705079,0.0049279757391963,0.001516300227445,29.149076887375358,3
1506,204,2025-09-06 21:49:41.951695,21,video,0,4,9357,3784,216,77,25,15,20901,0.0570824524312896,0.0203488372093023,0.0066067653276955,27.733859753363625,3
1507,47,2025-08-31 10:36:27.951695,10,image,0,5,11747,2968,125,20,19,5,755,0.0421159029649595,0.0067385444743935,0.0064016172506738,33.481937237283574,5
1508,425,2025-07-24 19:12:52.951695,19,image,0,0,2022,3934,114,16,10,6,1491,0.0289781392984239,0.0040671072699542,0.0025419420437214,34.77652604285255,5
1509,444,2025-07-17 13:46:09.951695,13,image,0,3,18410,5530,182,40,7,3,2699,0.0329113924050632,0.0072332730560578,0.0012658227848101,30.442034431459238,2
1510,254,2025-09-02 16:30:38.951695,16,video,0,2,1831,1964,82,11,0,5,25666,0.0417515274949083,0.0056008146639511,0.0,37.38765040527631,3
1511,290,2025-09-02 15:48:12.951695,15,text,0,1,4431,2247,37,25,0,2,539,0.0164663996439697,0.0111259457053849,0.0,24.291554429332475,5
1512,112,2025-09-30 17:21:52.951695,17,image,1,3,6233,3363,80,54,4,5,1765,0.023788284269997,0.0160570918822479,0.0011894142134998,29.03170270360141,6
1513,34,2025-08-15 21:24:36.951695,21,video,0,1,2178,1611,83,14,0,4,31218,0.0515207945375543,0.0086902545003103,0.0,26.415888396985974,3
1514,473,2025-07-14 00:10:43.951695,0,image,0,5,3698,6667,166,56,3,5,4245,0.0248987550622468,0.0083995800209989,0.0004499775011249,20.6673169146347,3
1515,242,2025-08-06 09:30:46.951695,9,image,0,0,4472,3969,117,17,0,4,635,0.0294784580498866,0.0042831947593852,0.0,29.586596570786504,2
1516,138,2025-08-21 07:09:56.951695,7,image,0,1,11363,12615,249,84,28,13,17526,0.0197384066587395,0.0066587395957193,0.0022195798652397,29.39126245808358,6
1517,347,2025-07-29 20:39:06.951695,20,image,0,2,2721,5582,117,26,0,5,3969,0.0209602293084915,0.0046578287352203,0.0,37.567248716210656,1
1518,14,2025-09-11 14:08:00.951695,14,video,0,0,15172,23676,1018,344,0,96,374740,0.0429971278932252,0.0145294813313059,0.0,33.154058422773886,3
1519,40,2025-08-17 19:21:21.951695,19,text,1,4,9420,37196,642,205,0,56,6864,0.0172599204215507,0.0055113453059468,0.0,24.879065878353977,2
1520,122,2025-06-09 18:50:41.951695,18,image,0,3,5879,7040,153,84,12,3,588,0.0217329545454545,0.0119318181818181,0.0017045454545454,39.27046283167094,2
1521,226,2025-08-16 00:48:31.951695,0,video,0,3,6174,17700,772,68,0,33,516783,0.0436158192090395,0.0038418079096045,0.0,36.10516847762676,3
1522,184,2025-08-23 16:26:56.951695,16,text,0,2,14857,22690,427,136,0,26,18228,0.0188188629352137,0.0059938298810048,0.0,32.910488517343076,8
1523,94,2025-09-26 11:37:20.951695,11,image,0,3,4538,12131,493,154,36,38,1945,0.0406396834556095,0.0126947489901904,0.0029676036600445,28.86757950575084,1
1524,176,2025-07-28 07:11:18.951695,7,image,0,0,5840,2709,51,20,13,2,221,0.0188261351052048,0.0073827980804724,0.0047988187523071,25.202803816382602,3
1525,167,2025-08-16 14:08:12.951695,14,image,0,4,12476,15382,978,114,71,55,7238,0.0635808087374853,0.0074112599141854,0.0046157846833961,28.138966119644735,1
1526,263,2025-08-04 15:39:45.951695,15,image,0,4,6199,1231,50,6,0,2,268,0.0406173842404549,0.0048740861088545,0.0,35.443743098520926,2
1527,282,2025-08-11 10:50:25.951695,10,image,0,0,858,1650,33,15,0,1,890,0.02,0.009090909090909,0.0,39.42293152967304,3
1528,442,2025-06-16 17:30:20.951695,17,video,0,4,6827,4941,392,109,0,11,23643,0.0793361667678607,0.022060311677798,0.0,37.71621764136094,3
1529,404,2025-09-24 07:50:49.951695,7,video,0,1,3315,3064,188,48,8,19,59938,0.0613577023498694,0.0156657963446475,0.0026109660574412,27.55575289106863,2
1530,147,2025-09-25 21:39:27.951695,21,link,1,1,2664,2484,31,67,3,1,1356,0.0124798711755233,0.0269726247987117,0.001207729468599,24.401912833554945,2
1531,452,2025-08-13 10:04:54.951695,10,image,0,0,6965,8659,124,38,18,11,12082,0.0143203603187435,0.0043884975170343,0.002078761981753,30.70443123455602,1
1532,261,2025-08-14 10:32:59.951695,10,image,0,4,3873,3246,60,29,0,4,2320,0.0184842883548983,0.0089340727048675,0.0,21.15780317218574,2
1533,94,2025-06-15 13:25:52.951695,13,video,0,4,4538,18088,1023,491,109,60,397955,0.0565568332596196,0.0271450685537372,0.0060260946483856,31.615838570923906,6
1534,171,2025-08-19 09:46:02.951695,9,text,0,3,2553,6073,97,49,0,4,142,0.0159723365717108,0.0080684999176683,0.0,29.261987068506656,5
1535,371,2025-07-30 03:37:37.951695,3,video,0,3,4971,6379,243,130,0,31,3785,0.038093745101113,0.0203793698071798,0.0,27.66981749065879,2
1536,411,2025-09-01 17:42:56.951695,17,video,0,3,1116,264,7,1,0,1,4071,0.0265151515151515,0.0037878787878787,0.0,22.02648466366602,3
1537,188,2025-06-14 07:23:23.951695,7,video,0,6,1444,381,23,4,2,3,17613,0.0603674540682414,0.0104986876640419,0.0052493438320209,32.568000532848586,5
1538,79,2025-09-01 23:01:35.951695,23,text,0,2,9187,5985,74,53,0,1,5191,0.0123642439431913,0.0088554720133667,0.0,27.336495801690443,0
1539,96,2025-07-13 01:55:27.951695,1,image,0,3,1156,459,9,9,0,1,258,0.0196078431372549,0.0196078431372549,0.0,24.15041582144856,4
1540,52,2025-08-25 20:34:52.951695,20,video,0,2,9239,14334,373,118,44,25,108245,0.0260220454862564,0.0082321752476629,0.00306962466862,15.638688933591753,5
1541,350,2025-08-22 21:47:34.951695,21,video,0,2,21503,24087,890,142,50,73,719530,0.0369493917881014,0.0058952962178768,0.0020758085274214,29.862425474746818,1
1542,252,2025-07-05 20:58:24.951695,20,image,0,2,6915,8429,237,112,0,7,7640,0.0281172143789298,0.013287459959663,0.0,38.86125798334872,2
1543,226,2025-07-31 12:10:21.951695,12,image,0,1,6174,5325,138,38,0,16,143,0.0259154929577464,0.0071361502347417,0.0,38.30629607273935,6
1544,336,2025-09-16 22:17:37.951695,22,image,0,2,1455,955,34,12,4,2,308,0.0356020942408377,0.012565445026178,0.0041884816753926,27.71451871706864,3
1545,415,2025-08-20 07:46:26.951695,7,video,0,5,3696,1096,82,14,0,1,45031,0.0748175182481751,0.0127737226277372,0.0,26.988939698191096,0
1546,398,2025-06-16 21:38:10.951695,21,text,0,1,6180,6282,102,29,0,1,649,0.0162368672397325,0.004616364215218,0.0,32.34387128037512,2
1547,69,2025-07-31 19:14:50.951695,19,link,0,0,11590,9844,349,284,41,6,9425,0.035453067858594,0.0288500609508329,0.0041649735879723,25.008072804058543,3
1548,295,2025-07-16 01:34:18.951695,1,image,0,1,3878,3319,57,44,6,5,257,0.017173847544441,0.0132570051220247,0.0018077734257306,31.50895949909733,4
1549,442,2025-08-24 15:36:34.951695,15,video,0,3,6827,10861,539,217,0,29,148433,0.0496271061596538,0.0199797440383021,0.0,33.83040139192345,4
1550,387,2025-08-21 09:36:50.951695,9,image,0,1,7628,1784,50,22,4,6,838,0.0280269058295964,0.0123318385650224,0.0022421524663677,36.13466611942154,7
1551,165,2025-06-09 21:36:59.951695,21,video,0,2,11367,4397,156,29,10,12,22061,0.0354787355014782,0.0065954059586081,0.0022742779167614,29.499229617600236,2
1552,197,2025-08-20 13:49:59.951695,13,video,0,3,9351,4454,145,27,0,19,103356,0.0325550067355186,0.0060619667714414,0.0,28.98163124911517,3
1553,446,2025-09-04 20:02:13.951695,20,video,0,0,1122,2825,140,25,18,13,33315,0.0495575221238938,0.0088495575221238,0.0063716814159292,25.610087066217194,3
1554,17,2025-09-08 21:36:44.951695,21,link,1,1,7106,15025,483,1219,62,10,1306,0.0321464226289517,0.0811314475873544,0.0041264559068219,25.8655982298007,3
1555,263,2025-06-15 17:31:12.951695,17,image,0,2,6199,24380,1197,185,0,61,12418,0.0490976210008203,0.0075881870385561,0.0,28.867605540492367,2
1556,59,2025-07-15 02:12:22.951695,2,text,0,3,2067,658,18,7,0,0,171,0.0273556231003039,0.0106382978723404,0.0,31.83682753408089,6
1557,448,2025-07-29 04:56:16.951695,4,image,0,2,3528,1812,86,20,0,3,671,0.0474613686534216,0.0110375275938189,0.0,34.567923131166246,5
1558,20,2025-06-30 05:24:45.951695,5,image,0,6,4675,3788,150,34,12,8,2270,0.0395987328405491,0.0089757127771911,0.0031678986272439,25.984105246598276,3
1559,12,2025-07-29 03:23:00.951695,3,video,0,1,10697,12106,375,135,22,50,442411,0.0309763753510655,0.0111514951263836,0.0018172806872625,37.46344284479761,3
1560,165,2025-06-17 04:31:23.951695,4,image,0,2,11367,9483,223,124,18,6,575,0.0235157650532531,0.0130760307919434,0.0018981335020563,28.644381994787157,2
1561,101,2025-06-22 05:44:08.951695,5,video,0,7,3367,1087,40,22,0,4,29922,0.0367985280588776,0.0202391904323827,0.0,29.89316352825782,3
1562,248,2025-08-27 21:30:39.951695,21,image,0,1,30850,102258,3071,449,374,134,58880,0.0300318801462966,0.0043908545052709,0.003657415556729,26.263941604260882,4
1563,150,2025-07-10 03:52:43.951695,3,video,0,8,5750,4172,311,82,24,13,57782,0.0745445829338446,0.0196548418024928,0.0057526366251198,17.878798698635293,3
1564,179,2025-09-02 00:31:07.951695,0,image,0,0,4364,3159,91,13,0,3,1087,0.0288065843621399,0.0041152263374485,0.0,34.42022698180525,7
1565,283,2025-06-14 10:13:21.951695,10,image,1,0,12424,71614,2513,574,297,103,26148,0.0350909040131817,0.0080151925601139,0.0041472337811042,33.684219485462165,3
1566,281,2025-08-15 04:15:17.951695,4,video,1,4,7943,9707,564,191,0,24,230516,0.058102400329659,0.0196765220974554,0.0,28.593362214408934,2
1567,468,2025-07-25 15:02:31.951695,15,video,0,3,34106,39007,2431,1254,223,120,1879496,0.0623221473068936,0.0321480759863614,0.0057169226036352,30.33495358612436,4
1568,241,2025-09-12 06:56:51.951695,6,link,0,2,2044,1828,20,124,2,0,710,0.0109409190371991,0.0678336980306345,0.0010940919037199,32.5796960885205,2
1569,283,2025-09-10 17:27:01.951695,17,video,0,2,12424,5517,193,95,10,20,91548,0.0349827804966467,0.0172195033532717,0.0018125793003443,22.187270715567287,3
1570,339,2025-07-23 17:16:54.951695,17,video,0,1,15604,10289,348,112,0,22,183698,0.0338225289143745,0.0108854116046263,0.0,27.354736613268525,2
1571,88,2025-08-22 09:05:10.951695,9,video,0,2,4976,2663,143,96,0,9,48399,0.0536988358993616,0.0360495681562147,0.0,33.971323398109135,3
1572,334,2025-07-05 23:00:38.951695,23,image,0,0,1783,1243,28,5,2,5,128,0.0225261464199517,0.0040225261464199,0.0016090104585679,23.728552884153753,4
1573,431,2025-08-17 07:14:30.951695,7,image,0,1,1736,476,6,6,0,0,185,0.0126050420168067,0.0126050420168067,0.0,31.467789660833148,3
1574,160,2025-06-18 09:42:44.951695,9,video,0,2,1502,4471,186,67,20,26,73293,0.0416014314471035,0.0149854618653545,0.0044732721986132,23.217090976882975,4
1575,90,2025-07-30 19:19:49.951695,19,image,0,0,7681,10391,303,94,31,11,836,0.0291598498700798,0.0090462900587046,0.0029833509768068,32.33214991216763,3
1576,174,2025-06-30 13:55:32.951695,13,image,0,0,1442,555,26,8,0,0,155,0.0468468468468468,0.0144144144144144,0.0,29.821792588512583,2
1577,138,2025-09-22 15:48:28.951695,15,video,0,3,11363,27312,1074,154,58,38,486979,0.039323374340949,0.005638547158758,0.0021236086701816,21.924340920472453,4
1578,293,2025-08-01 00:59:03.951695,0,link,0,0,21407,26155,677,1064,0,28,4385,0.0258841521697572,0.0406805582106671,0.0,35.82369677228586,2
1579,432,2025-08-18 13:05:54.951695,13,link,0,2,7900,2859,100,141,6,3,2788,0.0349772647778943,0.049317943336831,0.0020986358866736,26.327042116009753,2
1580,299,2025-07-21 21:34:11.951695,21,video,0,4,848,2124,60,37,0,6,55195,0.0282485875706214,0.0174199623352165,0.0,25.948737814928098,3
1581,63,2025-07-13 07:14:39.951695,7,video,0,1,5783,8559,490,120,42,19,229162,0.0572496787007828,0.0140203294777427,0.0049071153172099,31.002845986154714,2
1582,158,2025-07-03 00:04:44.951695,0,video,0,2,13131,9037,347,146,0,18,228313,0.0383976983512227,0.0161558039172291,0.0,35.743186747143575,0
1583,345,2025-09-26 01:51:36.951695,1,video,0,3,24740,12554,485,335,0,49,51351,0.0386331049864585,0.0266847220009558,0.0,24.920890905108017,3
1584,166,2025-09-12 14:07:53.951695,14,image,0,1,1992,1346,41,16,2,4,114,0.0304606240713224,0.0118870728083209,0.0014858841010401,30.30839924923986,3
1585,294,2025-06-24 15:27:43.951695,15,image,0,1,377,125,0,1,0,0,4,0.0,0.008,0.0,32.14408250165287,3
1586,348,2025-09-06 06:14:15.951695,6,image,1,4,8874,31735,1175,185,0,43,17596,0.0370253663147943,0.0058295257602016,0.0,33.46552803631572,6
1587,165,2025-07-28 21:02:19.951695,21,video,0,3,11367,18110,491,194,41,33,265651,0.0271120927664273,0.0107123136388735,0.0022639425731639,30.882207776386124,3
1588,324,2025-06-10 12:00:44.951695,12,video,0,1,10413,12755,408,174,0,33,208178,0.0319874558996471,0.013641709133673,0.0,28.164860804583387,5
1589,200,2025-08-11 01:22:04.951695,1,link,0,2,4173,6004,95,226,0,4,167,0.0158227848101265,0.0376415722851432,0.0,25.862048896756402,1
1590,68,2025-06-24 06:12:13.951695,6,link,0,4,3095,3233,54,85,0,9,2792,0.0167027528611197,0.026291370244355,0.0,30.430719415231874,3
1591,187,2025-07-03 20:16:50.951695,20,video,0,1,5903,2580,101,37,5,3,63040,0.0391472868217054,0.0143410852713178,0.001937984496124,24.639304940071966,5
1592,221,2025-08-31 04:16:04.951695,4,image,0,2,3929,13480,534,181,0,13,5359,0.0396142433234421,0.013427299703264,0.0,15.393247582526964,3
1593,2,2025-07-09 12:14:20.951695,12,image,0,2,1737,1121,39,8,0,2,548,0.0347903657448706,0.0071364852809991,0.0,32.18279902078834,4
1594,447,2025-09-23 16:18:28.951695,16,image,0,4,14288,9181,229,70,18,13,2420,0.0249428166866354,0.0076244417819409,0.0019605707439276,34.519674205430974,2
1595,264,2025-08-26 12:19:08.951695,12,image,0,3,2820,1100,19,5,0,2,1002,0.0172727272727272,0.0045454545454545,0.0,18.18533782229081,1
1596,19,2025-09-16 12:38:47.951695,12,text,0,1,11830,8354,94,61,23,8,10997,0.0112520948048838,0.0073018913095523,0.0027531721331098,24.95134647645031,3
1597,434,2025-08-21 11:24:57.951695,11,video,0,1,787,1020,54,8,0,4,34435,0.0529411764705882,0.0078431372549019,0.0,33.09577130502599,3
1598,428,2025-09-20 21:57:24.951695,21,video,0,2,27467,34712,900,271,0,91,860148,0.0259276330951832,0.0078070984097718,0.0,40.2874773485585,5
1599,7,2025-07-22 01:19:18.951695,1,link,0,1,5585,4156,73,120,7,4,3380,0.0175649663137632,0.0288739172281039,0.001684311838306,30.10396853837704,2
1600,82,2025-08-13 13:11:41.951695,13,video,0,2,2535,780,47,7,0,5,22673,0.0602564102564102,0.0089743589743589,0.0,26.35998529385433,6
1601,182,2025-08-09 13:26:03.951695,13,video,0,1,6120,6282,225,78,0,14,50453,0.0358166189111747,0.0124164278892072,0.0,29.0855177944758,6
1602,254,2025-09-25 02:35:14.951695,2,text,0,3,1831,392,6,5,0,0,133,0.0153061224489795,0.0127551020408163,0.0,36.87438209574093,2
1603,363,2025-06-28 10:37:34.951695,10,text,0,3,13357,38795,535,179,0,24,6802,0.0137904369119731,0.0046139966490527,0.0,26.770179104377323,2
1604,213,2025-08-17 00:29:05.951695,0,image,1,4,5067,19610,589,166,62,59,2153,0.0300356960734319,0.0084650688424273,0.0031616522182559,26.00403996674873,5
1605,306,2025-09-07 04:25:54.951695,4,text,0,3,1714,1097,21,7,0,1,13,0.0191431175934366,0.0063810391978122,0.0,27.58628238908984,6
1606,6,2025-07-23 01:24:47.951695,1,image,0,3,1336,454,16,1,0,2,18,0.0352422907488986,0.0022026431718061,0.0,25.233356958706437,3
1607,330,2025-09-20 18:18:17.951695,18,video,0,1,2926,3398,144,49,0,17,52187,0.0423778693349028,0.0144202472042377,0.0,30.613351579973976,2
1608,458,2025-07-23 09:57:09.951695,9,image,0,3,2109,616,24,5,1,1,451,0.0389610389610389,0.0081168831168831,0.0016233766233766,38.1233922923478,3
1609,264,2025-06-29 10:47:57.951695,10,text,0,1,2820,4067,67,44,9,1,4630,0.0164740595033194,0.0108187853454634,0.0022129333661175,31.615396365580146,4
1610,228,2025-08-17 17:43:45.951695,17,text,1,1,32107,32397,575,252,83,33,727,0.017748556965151,0.0077784980090749,0.0025619656141,28.738232489368563,2
1611,149,2025-07-29 02:54:21.951695,2,video,0,2,14270,87138,3834,975,337,157,1867148,0.0439991737244371,0.0111891482476072,0.0038674286763524,28.54094365542228,4
1612,478,2025-06-10 11:25:03.951695,11,video,0,1,1568,947,45,19,0,3,12700,0.0475184794086589,0.0200633579725448,0.0,22.184045956516716,1
1613,17,2025-06-17 00:48:18.951695,0,text,0,2,7106,1249,25,10,0,2,589,0.0200160128102481,0.0080064051240992,0.0,34.415548885735795,1
1614,144,2025-07-02 02:04:05.951695,2,video,0,4,6423,3802,93,36,5,5,67453,0.0244608100999473,0.0094687006838506,0.0013150973172014,29.61081401493599,3
1615,70,2025-09-08 23:20:25.951695,23,video,0,3,4059,1447,68,32,0,3,29346,0.0469937802349689,0.0221147201105736,0.0,29.09760043204687,2
1616,434,2025-09-23 16:44:37.951695,16,text,0,1,787,597,9,7,0,0,62,0.0150753768844221,0.0117252931323283,0.0,45.965537839224304,2
1617,242,2025-08-13 03:06:56.951695,3,image,0,3,4472,1671,24,12,1,3,438,0.0143626570915619,0.0071813285457809,0.0005984440454817,31.49376454182843,3
1618,462,2025-06-21 07:41:54.951695,7,video,0,2,2135,1070,70,14,0,3,14675,0.0654205607476635,0.0130841121495327,0.0,26.24104474952408,2
1619,333,2025-08-11 18:47:47.951695,18,video,0,3,2443,1119,67,6,3,5,13397,0.0598748882931188,0.0053619302949061,0.002680965147453,27.868212018972283,2
1620,279,2025-09-19 07:48:49.951695,7,video,0,2,16173,17650,603,106,0,41,181976,0.0341643059490084,0.0060056657223796,0.0,35.74222854598377,2
1621,259,2025-09-06 14:09:56.951695,14,text,0,3,4299,5117,91,58,7,5,4315,0.0177838577291381,0.0113347664647254,0.0013679890560875,30.56635205268882,6
1622,102,2025-07-13 14:01:57.951695,14,image,0,2,18019,39409,861,392,0,39,2334,0.0218478012636707,0.0099469664289883,0.0,22.808610108413166,3
1623,282,2025-06-23 12:28:29.951695,12,video,0,2,858,1313,43,13,0,2,12529,0.0327494287890327,0.0099009900990099,0.0,34.596144672876015,3
1624,343,2025-09-24 17:37:59.951695,17,image,0,0,5281,6820,408,63,35,48,2690,0.0598240469208211,0.0092375366568914,0.0051319648093841,26.65927957230503,3
1625,483,2025-09-19 03:26:44.951695,3,video,0,0,5385,5810,301,80,24,16,120341,0.0518072289156626,0.0137693631669535,0.004130808950086,39.366488881087726,6
1626,275,2025-06-15 02:22:12.951695,2,video,0,1,23702,56589,2862,1432,262,111,968062,0.0505752001272332,0.025305271342487,0.0046298750640583,35.40024032857324,2
1627,470,2025-09-15 11:51:09.951695,11,video,0,1,1877,2253,96,33,8,3,25049,0.0426098535286285,0.014647137150466,0.0035508211273857,27.763390521706246,4
1628,473,2025-06-20 07:38:32.951695,7,image,0,1,3698,1455,20,12,1,1,4,0.0137457044673539,0.0082474226804123,0.0006872852233676,36.40508180867556,4
1629,262,2025-06-16 05:55:36.951695,5,video,0,1,3765,7650,269,252,0,35,71152,0.0351633986928104,0.0329411764705882,0.0,30.339277552637018,3
1630,220,2025-09-07 16:26:26.951695,16,video,0,3,2450,1297,113,33,15,10,14627,0.0871241326137239,0.0254433307632999,0.0115651503469545,34.263868375611096,1
1631,72,2025-08-12 00:14:40.951695,0,image,0,2,1582,860,38,7,0,2,550,0.0441860465116279,0.0081395348837209,0.0,32.42366408647237,4
1632,135,2025-07-28 09:34:05.951695,9,image,0,2,1129,2918,132,17,0,12,1212,0.0452364633310486,0.0058259081562714,0.0,25.768216725045633,1
1633,440,2025-09-25 02:47:35.951695,2,video,0,5,7539,14413,860,202,0,30,182719,0.0596683549573301,0.0140151252341636,0.0,26.78225083841269,3
1634,70,2025-09-17 08:51:51.951695,8,video,0,0,4059,582,24,9,0,0,320,0.0412371134020618,0.0154639175257731,0.0,35.14980408790581,4
1635,199,2025-06-15 13:37:32.951695,13,video,0,3,4889,2020,70,23,0,8,50805,0.0346534653465346,0.0113861386138613,0.0,28.326123339467294,2
1636,350,2025-08-21 14:00:04.951695,14,image,0,4,21503,12219,253,73,0,8,3977,0.0207054587118422,0.0059743023160651,0.0,27.981757683790015,4
1637,121,2025-09-09 07:48:00.951695,7,text,0,1,1766,1846,26,4,0,0,1130,0.0140845070422535,0.0021668472372697,0.0,25.224387103253235,1
1638,488,2025-08-13 17:04:58.951695,17,video,0,4,7557,3663,188,67,0,14,94670,0.0513240513240513,0.0182910182910182,0.0,32.11799532796731,4
1639,325,2025-10-04 14:43:33.951695,14,text,0,4,30352,7532,115,75,11,7,2087,0.0152681890600106,0.0099575146043547,0.0014604354753053,40.31262459621573,3
1640,15,2025-08-29 23:29:12.951695,23,text,0,0,7844,7392,82,82,0,1,4051,0.0110930735930735,0.0110930735930735,0.0,24.662335428728635,2
1641,124,2025-06-21 03:36:06.951695,3,video,0,2,19133,7648,191,145,14,31,202623,0.0249738493723849,0.0189592050209205,0.0018305439330543,30.12109728336379,1
1642,371,2025-07-02 10:46:05.951695,10,video,0,1,4971,16494,661,170,79,59,343028,0.0400751788529162,0.0103067782223838,0.0047896204680489,37.061102777077146,6
1643,432,2025-09-15 19:15:26.951695,19,video,0,4,7900,32673,1222,556,267,167,1276618,0.0374009120680684,0.0170171089278609,0.0081718850426958,29.601793043771423,1
1644,464,2025-10-06 06:19:45.951695,6,video,0,0,618,394,15,2,0,1,6177,0.0380710659898477,0.0050761421319796,0.0,32.26185898124867,2
1645,426,2025-06-20 10:53:13.951695,10,image,0,2,3435,808,30,10,3,3,159,0.0371287128712871,0.0123762376237623,0.0037128712871287,24.688032359265602,2
1646,38,2025-06-20 16:37:06.951695,16,video,1,1,2121,2663,77,23,0,4,56727,0.0289147577919639,0.0086368757040931,0.0,32.141535486038244,3
1647,365,2025-09-08 06:13:28.951695,6,text,0,1,4337,926,17,6,0,0,186,0.0183585313174946,0.0064794816414686,0.0,29.064278674977256,3
